epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,1194.02,0.82814,0.46065,0.78704,0.99384,0.968,0.98623,0.84698,0.63331,0.46387,0.74177,0.0003764,0.0003764,0.0003764
84,1208.33,0.84144,0.46086,0.78629,0.99581,0.971,0.98669,0.80352,0.73382,0.50027,0.74617,0.0003566,0.0003566,0.0003566
85,1222.64,0.84198,0.46055,0.78436,0.99645,0.969,0.98695,0.80232,0.72696,0.47784,0.74151,0.0003368,0.0003368,0.0003368
86,1236.93,0.84538,0.44686,0.78739,0.99589,0.96874,0.98771,0.86449,0.58674,0.44721,0.74403,0.000317,0.000317,0.000317
87,1251.2,0.83186,0.45515,0.78511,0.99486,0.96859,0.98687,0.8289,0.6745,0.47887,0.74565,0.0002972,0.0002972,0.0002972
88,1265.5,0.83625,0.45219,0.78512,0.9907,0.969,0.98616,0.87546,0.58812,0.44827,0.74602,0.0002774,0.0002774,0.0002774
89,1279.77,0.84087,0.45638,0.78528,0.99078,0.971,0.98596,0.87396,0.55651,0.44927,0.74245,0.0002576,0.0002576,0.0002576
90,1294.04,0.82393,0.45095,0.78423,0.99159,0.97,0.98763,0.88831,0.53883,0.42732,0.7424,0.0002378,0.0002378,0.0002378
91,1308.56,0.72651,0.44847,0.78714,0.99259,0.97,0.98538,0.84807,0.59965,0.47274,0.74464,0.000218,0.000218,0.000218
92,1322.26,0.6971,0.45376,0.78548,0.99247,0.971,0.98802,0.82726,0.64817,0.48783,0.74412,0.0001982,0.0001982,0.0001982
93,1336,0.70272,0.4609,0.78521,0.99416,0.972,0.98753,0.81821,0.65899,0.48752,0.74373,0.0001784,0.0001784,0.0001784
94,1349.66,0.69721,0.46026,0.78481,0.9938,0.971,0.98699,0.82075,0.66416,0.49185,0.74582,0.0001586,0.0001586,0.0001586
95,1363.28,0.70389,0.4533,0.78455,0.99386,0.97058,0.98643,0.87327,0.55763,0.44228,0.74356,0.0001388,0.0001388,0.0001388
96,1376.98,0.70443,0.45307,0.78607,0.99385,0.97015,0.98632,0.8507,0.61388,0.47219,0.74648,0.000119,0.000119,0.000119
97,1390.64,0.68999,0.45838,0.7843,0.99167,0.97,0.98682,0.84939,0.58319,0.46866,0.74367,9.92e-05,9.92e-05,9.92e-05
98,1404.36,0.69157,0.45542,0.78593,0.99284,0.97058,0.98674,0.81946,0.65079,0.49463,0.74643,7.94e-05,7.94e-05,7.94e-05
99,1418.04,0.68858,0.45521,0.78518,0.99487,0.9703,0.9868,0.84145,0.60045,0.47538,0.74595,5.96e-05,5.96e-05,5.96e-05
100,1431.71,0.67585,0.45844,0.78503,0.99488,0.97071,0.98694,0.83676,0.60632,0.48062,0.74514,3.98e-05,3.98e-05,3.98e-05
