epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.6813,2.48016,2.68319,0.93864,0.02653,0.7968,0.11692,0.03938,2.17296,3.16998,0.83808,0.000656085,0.000656085,0.000656085
2,19.6785,1.96539,1.3074,0.83479,0.93008,0.85225,0.90241,0.49594,1.64071,1.03158,0.78817,0.00129656,0.00129656,0.00129656
3,27.3973,1.96294,1.11637,0.83796,0.88152,0.87788,0.91602,0.44306,1.7609,0.80602,0.7818,0.00191064,0.00191064,0.00191064
4,34.8367,1.77138,0.9375,0.82585,0.9401,0.8999,0.93225,0.36593,2.24951,1.05941,0.82401,0.0018812,0.0018812,0.0018812
5,42.4731,1.66622,0.82088,0.82163,0.93152,0.91992,0.95585,0.49642,1.65171,0.71315,0.78291,0.0018416,0.0018416,0.0018416
6,50.2022,1.60331,0.7405,0.81847,0.95859,0.8979,0.94991,0.53757,1.53371,0.64137,0.77798,0.001802,0.001802,0.001802
7,57.6045,1.65801,0.71253,0.82022,0.96974,0.9029,0.96165,0.69252,1.13102,0.49889,0.75734,0.0017624,0.0017624,0.0017624
8,64.9368,1.5,0.64518,0.8134,0.96325,0.90891,0.96856,0.59481,1.36603,0.55539,0.77734,0.0017228,0.0017228,0.0017228
9,72.7301,1.44948,0.62383,0.81239,0.96973,0.92492,0.973,0.68254,1.11742,0.48434,0.76904,0.0016832,0.0016832,0.0016832
10,80.3626,1.40597,0.59787,0.81182,0.98131,0.91992,0.97261,0.74381,0.9674,0.46603,0.76306,0.0016436,0.0016436,0.0016436
11,88.1538,1.41562,0.59858,0.81147,0.97494,0.9039,0.9637,0.59283,1.3708,0.55092,0.7709,0.001604,0.001604,0.001604
12,95.789,1.3654,0.57196,0.80875,0.97969,0.90991,0.96175,0.60887,1.41071,0.52806,0.77395,0.0015644,0.0015644,0.0015644
13,103.895,1.30229,0.56637,0.80392,0.95894,0.92192,0.96763,0.75267,0.94498,0.44547,0.76192,0.0015248,0.0015248,0.0015248
14,112.124,1.24939,0.53851,0.80594,0.94528,0.93493,0.97103,0.65929,1.15837,0.50297,0.76873,0.0014852,0.0014852,0.0014852
15,120.21,1.16939,0.52372,0.8009,0.96587,0.93472,0.97321,0.80625,0.81977,0.41877,0.759,0.0014456,0.0014456,0.0014456
16,128.298,1.02653,0.47459,0.79846,0.98928,0.9239,0.97587,0.81943,0.80259,0.40925,0.75334,0.001406,0.001406,0.001406
17,135.91,1.02002,0.45989,0.79651,0.97109,0.94137,0.97036,0.83575,0.72401,0.39037,0.75567,0.0013664,0.0013664,0.0013664
18,143.536,1.00635,0.45182,0.7969,0.98591,0.92593,0.97927,0.85231,0.71134,0.38935,0.75392,0.0013268,0.0013268,0.0013268
