epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,243.292,0.82065,0.39271,0.7833,0.88301,0.77473,0.86567,0.63393,1.41313,0.6929,0.87341,0.0014456,0.0014456,0.0014456
16,258.152,0.80021,0.38535,0.78613,0.90389,0.76916,0.87446,0.66551,1.30669,0.64394,0.87094,0.001406,0.001406,0.001406
17,273.077,0.75674,0.37503,0.78262,0.90582,0.74601,0.8394,0.62003,1.43845,0.69564,0.87643,0.0013664,0.0013664,0.0013664
18,287.931,0.81131,0.38109,0.7847,0.88431,0.77659,0.86424,0.67149,1.25566,0.63396,0.86855,0.0013268,0.0013268,0.0013268
19,302.874,0.75497,0.36453,0.78135,0.89086,0.79424,0.87053,0.63257,1.30387,0.64158,0.86592,0.0012872,0.0012872,0.0012872
20,317.629,0.7739,0.37058,0.78117,0.90611,0.78309,0.88751,0.68938,1.22221,0.62504,0.86628,0.0012476,0.0012476,0.0012476
21,332.459,0.74995,0.36259,0.78328,0.89435,0.77659,0.8715,0.64131,1.3515,0.66865,0.86966,0.001208,0.001208,0.001208
22,347.224,0.76478,0.37238,0.7826,0.90064,0.79153,0.87029,0.61355,1.43301,0.67273,0.87635,0.0011684,0.0011684,0.0011684
23,362.122,0.73938,0.35835,0.78169,0.90597,0.79659,0.88036,0.62388,1.32514,0.65707,0.86542,0.0011288,0.0011288,0.0011288
24,377.12,0.76348,0.35573,0.78135,0.8873,0.79355,0.88027,0.68118,1.24347,0.63682,0.86499,0.0010892,0.0010892,0.0010892
25,391.98,0.71269,0.34465,0.78156,0.90324,0.77148,0.86762,0.6275,1.3875,0.64548,0.8736,0.0010496,0.0010496,0.0010496
26,406.834,0.69334,0.34264,0.78029,0.89601,0.78867,0.88525,0.68173,1.27253,0.61496,0.86715,0.00101,0.00101,0.00101
27,421.706,0.70854,0.34445,0.78031,0.90181,0.78727,0.88968,0.6725,1.24318,0.63566,0.86024,0.0009704,0.0009704,0.0009704
28,436.569,0.70905,0.34265,0.78106,0.93465,0.75068,0.88053,0.67969,1.20496,0.65766,0.8591,0.0009308,0.0009308,0.0009308
29,451.513,0.69524,0.33758,0.77907,0.91484,0.76498,0.8872,0.68509,1.21569,0.63477,0.86062,0.0008912,0.0008912,0.0008912
30,466.53,0.67449,0.33307,0.77841,0.92181,0.76498,0.87849,0.66879,1.23302,0.61634,0.86259,0.0008516,0.0008516,0.0008516
31,481.624,0.69214,0.33481,0.78,0.93404,0.76299,0.88512,0.65205,1.24855,0.65201,0.85731,0.000812,0.000812,0.000812
32,496.63,0.69428,0.33358,0.7784,0.90426,0.79837,0.89365,0.69286,1.16882,0.61065,0.8581,0.0007724,0.0007724,0.0007724
33,511.643,0.68335,0.33061,0.77798,0.92024,0.76126,0.87564,0.69634,1.13415,0.61782,0.85948,0.0007328,0.0007328,0.0007328
34,526.599,0.68014,0.32976,0.77823,0.90821,0.78128,0.87377,0.69045,1.16717,0.61571,0.86193,0.0006932,0.0006932,0.0006932
35,543.389,0.65494,0.31909,0.77811,0.92525,0.7961,0.89326,0.68599,1.15626,0.58671,0.85588,0.0006536,0.0006536,0.0006536
36,559.335,0.62947,0.31378,0.77651,0.90198,0.80354,0.88412,0.68552,1.16476,0.58393,0.85826,0.000614,0.000614,0.000614
37,574.639,0.63923,0.31517,0.77778,0.90821,0.8026,0.88839,0.67089,1.18503,0.58793,0.85769,0.0005744,0.0005744,0.0005744
38,591.193,0.65468,0.31479,0.7772,0.90532,0.81328,0.89283,0.6926,1.13154,0.54748,0.85677,0.0005348,0.0005348,0.0005348
39,606.686,0.64389,0.31223,0.7767,0.89228,0.80678,0.88768,0.67184,1.22291,0.59055,0.85905,0.0004952,0.0004952,0.0004952
40,621.492,0.61056,0.3043,0.77676,0.92113,0.78913,0.88834,0.69595,1.20208,0.60037,0.86205,0.0004556,0.0004556,0.0004556
41,637.888,0.54802,0.2932,0.77295,0.91972,0.78031,0.88634,0.71418,1.13012,0.6239,0.86113,0.000416,0.000416,0.000416
42,653.932,0.51959,0.28121,0.77193,0.91992,0.80028,0.90132,0.69436,1.16851,0.60207,0.85643,0.0003764,0.0003764,0.0003764
43,670.541,0.51503,0.28047,0.77054,0.91191,0.80353,0.88848,0.67437,1.23991,0.60252,0.85965,0.0003368,0.0003368,0.0003368
44,686.363,0.50781,0.27628,0.76934,0.92001,0.80132,0.89115,0.7017,1.14389,0.57059,0.85983,0.0002972,0.0002972,0.0002972
45,701.838,0.49471,0.26814,0.77212,0.91015,0.80307,0.88631,0.69555,1.12459,0.57238,0.85802,0.0002576,0.0002576,0.0002576
46,716.488,0.49163,0.26701,0.77109,0.90524,0.81638,0.89134,0.69919,1.13248,0.56426,0.8563,0.000218,0.000218,0.000218
47,731.9,0.49051,0.26555,0.76965,0.91861,0.80201,0.89041,0.69955,1.11735,0.56553,0.8555,0.0001784,0.0001784,0.0001784
48,747.351,0.49389,0.26475,0.77059,0.92321,0.80632,0.88938,0.68226,1.18922,0.58371,0.85622,0.0001388,0.0001388,0.0001388
49,762.463,0.48477,0.26023,0.7691,0.92567,0.80396,0.8871,0.68425,1.15494,0.57604,0.85726,9.92e-05,9.92e-05,9.92e-05
50,776.709,0.47465,0.25852,0.77057,0.92651,0.80221,0.89222,0.69322,1.16048,0.56511,0.85634,5.96e-05,5.96e-05,5.96e-05
