epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.1453,2.4853,2.98277,0.94341,0.02523,0.75776,0.02605,0.00823,2.65702,3.42406,0.90402,0.000656085,0.000656085,0.000656085
2,20.2738,1.93365,1.40019,0.83032,0.87452,0.86587,0.9072,0.43306,1.74763,1.21484,0.78828,0.00130966,0.00130966,0.00130966
3,28.0935,1.92561,1.18925,0.83672,0.8782,0.84444,0.91153,0.43302,1.79962,0.80687,0.78685,0.00195003,0.00195003,0.00195003
4,35.9142,1.78959,0.97296,0.82711,0.9307,0.91418,0.95031,0.60558,1.2552,0.62569,0.76484,0.0019406,0.0019406,0.0019406
5,43.5245,1.61827,0.82089,0.81942,0.93996,0.90894,0.95808,0.54826,1.48721,0.59685,0.77637,0.0019208,0.0019208,0.0019208
6,51.1437,1.59435,0.75647,0.81749,0.95504,0.89305,0.94095,0.41073,1.88841,0.72225,0.79714,0.001901,0.001901,0.001901
7,58.6721,1.55493,0.70823,0.81901,0.95734,0.89854,0.96331,0.60314,1.41272,0.53262,0.77571,0.0018812,0.0018812,0.0018812
8,66.176,1.47304,0.66447,0.81087,0.94034,0.91511,0.95952,0.55612,1.43679,0.62012,0.7759,0.0018614,0.0018614,0.0018614
9,73.7331,1.47284,0.63725,0.81111,0.95708,0.91523,0.96379,0.60588,1.30864,0.57261,0.76918,0.0018416,0.0018416,0.0018416
10,81.3439,1.4385,0.61689,0.81131,0.966,0.91692,0.96699,0.63112,1.35046,0.52463,0.7691,0.0018218,0.0018218,0.0018218
11,88.9759,1.44148,0.61129,0.81356,0.96552,0.9009,0.96544,0.63165,1.28217,0.51739,0.76861,0.001802,0.001802,0.001802
12,96.5642,1.4129,0.59581,0.80921,0.95764,0.91291,0.96536,0.58691,1.42732,0.55849,0.77372,0.0017822,0.0017822,0.0017822
13,104.148,1.46098,0.60593,0.80851,0.97707,0.92192,0.96812,0.73768,0.9808,0.45424,0.75714,0.0017624,0.0017624,0.0017624
14,111.8,1.393,0.57908,0.80909,0.97136,0.91692,0.96792,0.67218,1.16551,0.50537,0.76579,0.0017426,0.0017426,0.0017426
15,119.622,1.28816,0.55919,0.80312,0.98374,0.92593,0.97377,0.65108,1.2165,0.55355,0.76815,0.0017228,0.0017228,0.0017228
16,127.141,1.25024,0.53698,0.80196,0.97839,0.92793,0.971,0.69575,1.08981,0.4868,0.76093,0.001703,0.001703,0.001703
17,134.747,1.31049,0.54598,0.8028,0.9695,0.91892,0.96911,0.63101,1.29655,0.53437,0.77333,0.0016832,0.0016832,0.0016832
18,142.347,1.28526,0.53772,0.80565,0.98018,0.93493,0.97223,0.72977,1.02054,0.45799,0.76408,0.0016634,0.0016634,0.0016634
19,149.972,1.1448,0.50901,0.80053,0.97094,0.93794,0.97991,0.81382,0.79131,0.39781,0.76117,0.0016436,0.0016436,0.0016436
20,157.585,1.0384,0.47954,0.79998,0.97452,0.92693,0.97433,0.7417,0.97253,0.42556,0.76872,0.0016238,0.0016238,0.0016238
