epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,47.6676,1.85019,0.78294,0.92994,0.80652,0.54545,0.64049,0.21932,2.3537,0.98278,1.06413,0.000911,0.000911,0.000911
57,48.4803,1.90848,0.81507,0.94822,0.75928,0.54743,0.63072,0.20718,2.43369,0.99614,1.07391,0.0008912,0.0008912,0.0008912
58,49.2986,1.86041,0.79549,0.93224,0.75909,0.54545,0.6272,0.19983,2.45193,1.00433,1.07502,0.0008714,0.0008714,0.0008714
59,50.112,1.85347,0.80057,0.93741,0.80689,0.55372,0.64009,0.218,2.37915,0.9854,1.06465,0.0008516,0.0008516,0.0008516
60,50.9268,1.855,0.78934,0.92425,0.82918,0.56162,0.65378,0.23317,2.3117,0.95374,1.05685,0.0008318,0.0008318,0.0008318
61,51.7428,1.82571,0.7755,0.93391,0.80828,0.57025,0.66013,0.24747,2.25552,0.94528,1.05258,0.000812,0.000812,0.000812
62,52.5654,1.90709,0.79477,0.94159,0.75312,0.57988,0.65488,0.24704,2.24178,0.93667,1.04966,0.0007922,0.0007922,0.0007922
63,53.479,1.83846,0.78597,0.93228,0.8008,0.56482,0.66144,0.24391,2.27189,0.93466,1.05266,0.0007724,0.0007724,0.0007724
64,54.2995,1.95499,0.83466,0.94312,0.82101,0.55372,0.65738,0.22749,2.34561,0.94854,1.06316,0.0007526,0.0007526,0.0007526
65,55.1249,1.86553,0.82071,0.9382,0.80217,0.53618,0.63723,0.21948,2.38279,0.94173,1.06847,0.0007328,0.0007328,0.0007328
66,55.9439,1.92154,0.82273,0.9587,0.838,0.55577,0.6548,0.2241,2.36498,0.94085,1.06473,0.000713,0.000713,0.000713
67,56.7619,1.8349,0.81281,0.93004,0.83254,0.56198,0.66265,0.23242,2.32638,0.93928,1.05767,0.0006932,0.0006932,0.0006932
68,57.5825,1.8271,0.79049,0.9213,0.83115,0.56953,0.66048,0.24713,2.27008,0.9383,1.05037,0.0006734,0.0006734,0.0006734
69,58.4035,1.90567,0.81347,0.93989,0.80337,0.56198,0.63812,0.2513,2.25843,0.93713,1.04907,0.0006536,0.0006536,0.0006536
70,59.2188,1.79708,0.78741,0.95914,0.79971,0.59397,0.67226,0.24684,2.28196,0.93637,1.05107,0.0006338,0.0006338,0.0006338
71,60.0425,1.86946,0.78489,0.92703,0.79883,0.59074,0.66564,0.23087,2.33239,0.93921,1.05633,0.000614,0.000614,0.000614
72,60.86,1.81872,0.79245,0.94142,0.7797,0.61426,0.66133,0.22225,2.37237,0.94078,1.06012,0.0005942,0.0005942,0.0005942
73,61.7695,1.88579,0.84082,0.9601,0.76758,0.60049,0.64916,0.21906,2.39263,0.93991,1.06289,0.0005744,0.0005744,0.0005744
74,62.585,1.83623,0.76453,0.92867,0.7435,0.58678,0.63537,0.2159,2.36625,0.9368,1.05765,0.0005546,0.0005546,0.0005546
75,63.4012,1.91267,0.80245,0.92859,0.79153,0.5962,0.67128,0.23319,2.32684,0.93559,1.05244,0.0005348,0.0005348,0.0005348
76,64.2174,1.83779,0.79711,0.94366,0.78247,0.59456,0.65686,0.24398,2.27551,0.92481,1.04487,0.000515,0.000515,0.000515
77,65.0331,1.80231,0.76461,0.92098,0.78319,0.59708,0.66115,0.24646,2.25184,0.92387,1.04317,0.0004952,0.0004952,0.0004952
78,65.8519,1.7372,0.74838,0.92992,0.78396,0.59983,0.66116,0.24828,2.24931,0.92822,1.04487,0.0004754,0.0004754,0.0004754
79,66.6659,1.78822,0.80094,0.95479,0.78234,0.59411,0.66016,0.24478,2.24724,0.92758,1.04492,0.0004556,0.0004556,0.0004556
80,67.4826,1.75668,0.75749,0.92094,0.77511,0.5982,0.65787,0.24096,2.25893,0.92947,1.0474,0.0004358,0.0004358,0.0004358
81,68.3015,1.79567,0.78715,0.94455,0.77226,0.61658,0.66117,0.24253,2.26464,0.93185,1.04619,0.000416,0.000416,0.000416
82,69.12,1.75696,0.76405,0.93596,0.78031,0.61645,0.66326,0.24308,2.26536,0.92621,1.04646,0.0003962,0.0003962,0.0003962
83,70.0329,1.80005,0.7731,0.93762,0.76514,0.61157,0.66217,0.24051,2.25219,0.9226,1.04423,0.0003764,0.0003764,0.0003764
84,70.8551,1.72316,0.75256,0.91646,0.77589,0.61157,0.66156,0.24932,2.24873,0.92486,1.04538,0.0003566,0.0003566,0.0003566
85,71.6775,1.75498,0.74974,0.91529,0.78244,0.61157,0.6626,0.2455,2.24466,0.91906,1.04501,0.0003368,0.0003368,0.0003368
86,72.4913,1.83411,0.79384,0.93176,0.78657,0.61157,0.66423,0.23958,2.27579,0.91815,1.04986,0.000317,0.000317,0.000317
87,73.3055,1.76515,0.76108,0.93561,0.7472,0.61157,0.64027,0.22777,2.29632,0.92081,1.05116,0.0002972,0.0002972,0.0002972
88,74.1247,1.7541,0.74898,0.90708,0.76063,0.60331,0.63961,0.22605,2.30268,0.92411,1.05271,0.0002774,0.0002774,0.0002774
89,74.9459,1.78458,0.77672,0.95236,0.75806,0.61157,0.64628,0.22856,2.29993,0.924,1.05263,0.0002576,0.0002576,0.0002576
90,75.7628,1.80847,0.78252,0.94494,0.76922,0.60606,0.6472,0.23375,2.27944,0.92241,1.04987,0.0002378,0.0002378,0.0002378
91,77.8035,1.82125,0.8489,0.98366,0.80101,0.60331,0.66788,0.23455,2.25899,0.92741,1.04681,0.000218,0.000218,0.000218
92,78.8219,1.77764,0.79603,0.95062,0.79953,0.59331,0.66668,0.24064,2.24773,0.93231,1.04517,0.0001982,0.0001982,0.0001982
93,79.8069,1.75644,0.81481,0.98624,0.7484,0.60331,0.65324,0.23975,2.22873,0.92852,1.04249,0.0001784,0.0001784,0.0001784
94,80.6062,1.76046,0.8006,0.9775,0.77593,0.60103,0.653,0.24,2.22697,0.93232,1.04134,0.0001586,0.0001586,0.0001586
95,81.4429,1.77987,0.80069,0.98234,0.726,0.61316,0.65328,0.23986,2.22914,0.93042,1.04254,0.0001388,0.0001388,0.0001388
96,82.2442,1.69911,0.7904,0.96571,0.7414,0.61983,0.66616,0.2386,2.22961,0.93231,1.04208,0.000119,0.000119,0.000119
97,83.0505,1.74586,0.78386,0.96314,0.74048,0.61983,0.66629,0.23964,2.23498,0.93546,1.04252,9.92e-05,9.92e-05,9.92e-05
98,83.8477,1.71153,0.79082,0.95616,0.74508,0.61983,0.66544,0.24204,2.23998,0.93688,1.04494,7.94e-05,7.94e-05,7.94e-05
99,84.6458,1.67428,0.76296,0.96066,0.74667,0.61983,0.66368,0.23931,2.24339,0.94099,1.04486,5.96e-05,5.96e-05,5.96e-05
100,85.4409,1.72078,0.76745,0.96208,0.74584,0.61983,0.66439,0.2386,2.24007,0.94039,1.04429,3.98e-05,3.98e-05,3.98e-05
