epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,368.873,0.60963,0.30997,0.77729,0.79086,0.5915,0.71517,0.47752,1.77695,1.01242,0.93349,0.0010892,0.0010892,0.0010892
48,376.595,0.58227,0.30104,0.77979,0.77617,0.63053,0.73706,0.4934,1.74377,0.93303,0.92795,0.0010694,0.0010694,0.0010694
49,384.39,0.57348,0.30177,0.77703,0.81511,0.61492,0.74693,0.50449,1.71514,0.93083,0.92701,0.0010496,0.0010496,0.0010496
50,392.436,0.56066,0.29933,0.7777,0.82238,0.59031,0.69965,0.45217,1.76394,0.94895,0.93224,0.0010298,0.0010298,0.0010298
51,400.453,0.56635,0.29562,0.77909,0.84503,0.60104,0.71144,0.47882,1.68524,0.92185,0.92783,0.00101,0.00101,0.00101
52,408.211,0.58975,0.30026,0.77457,0.79432,0.58282,0.69577,0.49144,1.70458,1.07486,0.92907,0.0009902,0.0009902,0.0009902
53,415.897,0.58112,0.30037,0.77593,0.78019,0.62184,0.71168,0.48533,1.64787,1.03316,0.92536,0.0009704,0.0009704,0.0009704
54,423.681,0.54234,0.2928,0.7763,0.83553,0.56201,0.72109,0.5049,1.68156,1.04641,0.9289,0.0009506,0.0009506,0.0009506
55,431.424,0.57466,0.29742,0.77665,0.82543,0.59844,0.72338,0.48947,1.71355,0.97255,0.93173,0.0009308,0.0009308,0.0009308
56,439.09,0.55376,0.28693,0.77679,0.76849,0.63339,0.74697,0.52775,1.64671,1.03635,0.92616,0.000911,0.000911,0.000911
57,446.851,0.52893,0.28088,0.77629,0.73164,0.63573,0.73499,0.5201,1.64663,1.02177,0.92644,0.0008912,0.0008912,0.0008912
58,454.616,0.57148,0.29726,0.77649,0.78298,0.58023,0.70587,0.48891,1.67267,1.06597,0.92602,0.0008714,0.0008714,0.0008714
59,462.291,0.57573,0.29309,0.77776,0.78698,0.5967,0.69985,0.46381,1.82035,1.04865,0.93867,0.0008516,0.0008516,0.0008516
60,470.044,0.58336,0.29436,0.78031,0.81948,0.5863,0.69399,0.46201,1.75254,1.01414,0.93163,0.0008318,0.0008318,0.0008318
61,477.841,0.52383,0.28238,0.77526,0.7823,0.62645,0.75049,0.48918,1.71454,1.02722,0.91797,0.000812,0.000812,0.000812
62,485.525,0.59554,0.29814,0.77683,0.84157,0.57762,0.72656,0.48172,1.76385,0.99342,0.92982,0.0007922,0.0007922,0.0007922
63,493.185,0.57539,0.29511,0.77683,0.81817,0.58149,0.71165,0.47229,1.78032,1.0097,0.93005,0.0007724,0.0007724,0.0007724
64,500.861,0.51046,0.27648,0.77328,0.7808,0.6314,0.71859,0.48461,1.66677,0.89696,0.92668,0.0007526,0.0007526,0.0007526
65,508.749,0.55542,0.28855,0.77502,0.82706,0.59726,0.71234,0.49053,1.68536,1.00292,0.92773,0.0007328,0.0007328,0.0007328
66,516.654,0.50503,0.26982,0.7749,0.77056,0.66121,0.72946,0.49216,1.65367,0.89585,0.92502,0.000713,0.000713,0.000713
67,524.413,0.50879,0.27189,0.77532,0.75894,0.65395,0.72789,0.4846,1.66872,0.90624,0.92514,0.0006932,0.0006932,0.0006932
68,532.088,0.5252,0.27424,0.77614,0.77713,0.60787,0.69786,0.48186,1.69413,1.03689,0.92692,0.0006734,0.0006734,0.0006734
69,539.823,0.53522,0.27718,0.77602,0.85469,0.56114,0.71017,0.46871,1.81513,0.9887,0.93618,0.0006536,0.0006536,0.0006536
70,547.595,0.4939,0.26642,0.77497,0.80193,0.61145,0.71724,0.49485,1.68249,0.97416,0.92826,0.0006338,0.0006338,0.0006338
71,555.353,0.52108,0.27264,0.77763,0.78213,0.60401,0.7258,0.50296,1.68483,1.00928,0.92894,0.000614,0.000614,0.000614
72,563.213,0.51475,0.26925,0.77417,0.79643,0.61078,0.72108,0.50092,1.65916,1.0171,0.92591,0.0005942,0.0005942,0.0005942
73,570.934,0.53115,0.27222,0.77715,0.81392,0.58283,0.69993,0.47539,1.78401,0.99905,0.93846,0.0005744,0.0005744,0.0005744
74,578.677,0.51785,0.27264,0.77486,0.76522,0.6392,0.71903,0.48641,1.67235,0.9186,0.9265,0.0005546,0.0005546,0.0005546
75,586.52,0.49143,0.26082,0.77887,0.79286,0.60798,0.71565,0.50089,1.67009,0.98994,0.93304,0.0005348,0.0005348,0.0005348
76,594.256,0.51819,0.26629,0.77321,0.83392,0.57936,0.71642,0.49818,1.71195,0.99319,0.93407,0.000515,0.000515,0.000515
77,602.177,0.50158,0.26453,0.77343,0.80613,0.62028,0.71997,0.50024,1.65005,0.93832,0.92922,0.0004952,0.0004952,0.0004952
78,610.237,0.47135,0.25273,0.77611,0.83791,0.59631,0.7138,0.49356,1.64196,0.93647,0.92663,0.0004754,0.0004754,0.0004754
79,618.33,0.48523,0.26408,0.77453,0.78539,0.61665,0.71907,0.50454,1.64534,0.96708,0.9282,0.0004556,0.0004556,0.0004556
80,626.151,0.47038,0.25535,0.77481,0.80931,0.6,0.71386,0.50777,1.65157,1.01712,0.92858,0.0004358,0.0004358,0.0004358
81,633.88,0.46605,0.25279,0.77131,0.83038,0.61232,0.717,0.48651,1.65237,0.93348,0.92591,0.000416,0.000416,0.000416
82,641.703,0.4514,0.24189,0.77582,0.84708,0.57849,0.70201,0.48355,1.68356,0.97055,0.9318,0.0003962,0.0003962,0.0003962
83,649.574,0.46134,0.25109,0.77313,0.85942,0.58322,0.71533,0.5003,1.62617,0.97619,0.92315,0.0003764,0.0003764,0.0003764
84,657.512,0.46784,0.25529,0.77253,0.79279,0.61145,0.70659,0.49841,1.65559,1.0602,0.92934,0.0003566,0.0003566,0.0003566
85,665.292,0.48258,0.25804,0.7745,0.81023,0.58716,0.69994,0.50305,1.66139,1.12616,0.93114,0.0003368,0.0003368,0.0003368
86,674.777,0.46162,0.24894,0.77564,0.83035,0.59855,0.71007,0.49753,1.63139,0.97028,0.92592,0.000317,0.000317,0.000317
87,682.83,0.44445,0.24176,0.77247,0.81237,0.6346,0.71921,0.49588,1.62042,0.91749,0.92411,0.0002972,0.0002972,0.0002972
88,692.585,0.45853,0.24587,0.77338,0.78303,0.63226,0.71741,0.4992,1.6508,1.01881,0.92502,0.0002774,0.0002774,0.0002774
89,700.867,0.44217,0.23827,0.77565,0.78528,0.62099,0.71808,0.50211,1.63238,1.01061,0.925,0.0002576,0.0002576,0.0002576
90,709.028,0.43176,0.23578,0.77185,0.86714,0.57849,0.71888,0.49871,1.6405,1.04499,0.92541,0.0002378,0.0002378,0.0002378
91,718.201,0.38566,0.23778,0.77161,0.77522,0.61317,0.72561,0.52066,1.60547,1.08365,0.92354,0.000218,0.000218,0.000218
92,726.239,0.37735,0.23021,0.7673,0.78379,0.60051,0.71674,0.51227,1.6354,1.1223,0.92616,0.0001982,0.0001982,0.0001982
93,734.339,0.38361,0.23035,0.77059,0.75947,0.61492,0.70873,0.50054,1.63376,1.00611,0.92672,0.0001784,0.0001784,0.0001784
94,741.929,0.36935,0.22644,0.77109,0.76347,0.62099,0.72057,0.51216,1.60744,0.98489,0.9246,0.0001586,0.0001586,0.0001586
95,749.53,0.37801,0.22682,0.77116,0.78914,0.60885,0.72643,0.51713,1.62128,1.02152,0.92629,0.0001388,0.0001388,0.0001388
96,757.036,0.36429,0.22343,0.76865,0.77389,0.62186,0.72238,0.50328,1.62665,0.97177,0.92695,0.000119,0.000119,0.000119
97,764.593,0.34926,0.21677,0.76994,0.80577,0.60451,0.73149,0.523,1.60227,1.02398,0.92544,9.92e-05,9.92e-05,9.92e-05
98,772.267,0.35519,0.21986,0.76724,0.75137,0.64354,0.72878,0.51348,1.60285,0.95455,0.92563,7.94e-05,7.94e-05,7.94e-05
99,779.939,0.34481,0.21497,0.76538,0.78175,0.61925,0.72265,0.50965,1.60411,0.91665,0.92584,5.96e-05,5.96e-05,5.96e-05
100,787.765,0.34411,0.2138,0.77282,0.79874,0.61925,0.72301,0.50733,1.60584,0.90597,0.92566,3.98e-05,3.98e-05,3.98e-05
