epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,177.528,0.97927,0.45764,0.79623,0.97493,0.93439,0.97772,0.79848,0.83893,0.40521,0.7628,0.0011684,0.0011684,0.0011684
23,185.313,0.94535,0.43951,0.79669,0.98017,0.94024,0.97853,0.80911,0.82211,0.39211,0.75806,0.0011288,0.0011288,0.0011288
24,193.304,0.9679,0.44172,0.79708,0.97431,0.94895,0.98223,0.87079,0.65639,0.36136,0.75316,0.0010892,0.0010892,0.0010892
25,201.184,0.89,0.42128,0.79575,0.97935,0.94394,0.98035,0.85117,0.69251,0.36899,0.75448,0.0010496,0.0010496,0.0010496
26,209.252,0.89433,0.4238,0.79292,0.96313,0.95295,0.98118,0.8111,0.79158,0.38236,0.75643,0.00101,0.00101,0.00101
27,217.561,0.86901,0.41122,0.7934,0.98091,0.94294,0.97971,0.86503,0.66407,0.36584,0.75482,0.0009704,0.0009704,0.0009704
28,225.104,0.86204,0.40634,0.79265,0.97737,0.95107,0.98028,0.89661,0.57912,0.34813,0.75154,0.0009308,0.0009308,0.0009308
29,232.797,0.81095,0.39228,0.79188,0.97717,0.95295,0.97954,0.89734,0.57778,0.35449,0.75194,0.0008912,0.0008912,0.0008912
30,240.457,0.78455,0.3812,0.79127,0.98042,0.95256,0.98173,0.89785,0.60691,0.34546,0.75305,0.0008516,0.0008516,0.0008516
31,248.085,0.77732,0.38317,0.78855,0.98341,0.94949,0.97883,0.90023,0.55078,0.33992,0.74964,0.000812,0.000812,0.000812
32,255.673,0.76215,0.37978,0.79177,0.9855,0.95234,0.98117,0.89972,0.58518,0.34271,0.75122,0.0007724,0.0007724,0.0007724
33,263.28,0.76382,0.38326,0.79074,0.98137,0.94899,0.98276,0.83676,0.7523,0.36464,0.75541,0.0007328,0.0007328,0.0007328
34,270.874,0.74288,0.3686,0.79201,0.97329,0.95495,0.98138,0.90202,0.58246,0.33399,0.75609,0.0006932,0.0006932,0.0006932
35,278.505,0.72199,0.36438,0.7886,0.97837,0.95077,0.97989,0.91372,0.5389,0.33518,0.75173,0.0006536,0.0006536,0.0006536
36,286.053,0.72957,0.36565,0.79082,0.98248,0.95395,0.98145,0.91746,0.49611,0.32724,0.74995,0.000614,0.000614,0.000614
37,293.643,0.72953,0.36541,0.79139,0.98773,0.94995,0.9825,0.92031,0.5376,0.33647,0.75103,0.0005744,0.0005744,0.0005744
38,301.224,0.68709,0.35286,0.79179,0.98534,0.95495,0.98187,0.92133,0.51145,0.32152,0.75366,0.0005348,0.0005348,0.0005348
39,308.805,0.68567,0.35019,0.78909,0.98756,0.95362,0.98286,0.92929,0.47862,0.32541,0.74973,0.0004952,0.0004952,0.0004952
40,316.423,0.67087,0.34039,0.78888,0.98819,0.94695,0.98269,0.9251,0.4887,0.31447,0.75085,0.0004556,0.0004556,0.0004556
41,324.509,0.54495,0.32184,0.79039,0.98655,0.95485,0.98243,0.92606,0.50668,0.31448,0.75237,0.000416,0.000416,0.000416
42,331.847,0.54629,0.32811,0.7877,0.98453,0.95578,0.98299,0.92806,0.4708,0.31684,0.74918,0.0003764,0.0003764,0.0003764
43,339.073,0.53666,0.32009,0.78926,0.98248,0.95095,0.98013,0.93688,0.42943,0.30629,0.75011,0.0003368,0.0003368,0.0003368
44,346.328,0.52287,0.31642,0.78832,0.98658,0.95659,0.98287,0.93787,0.43781,0.30099,0.75004,0.0002972,0.0002972,0.0002972
45,354.158,0.49893,0.30848,0.7889,0.98756,0.95357,0.98192,0.94126,0.40134,0.29944,0.74862,0.0002576,0.0002576,0.0002576
46,361.456,0.494,0.30245,0.78847,0.99006,0.95596,0.98324,0.9415,0.41172,0.29935,0.7485,0.000218,0.000218,0.000218
47,368.698,0.48103,0.29915,0.78803,0.99067,0.95645,0.98247,0.9436,0.40577,0.29212,0.7494,0.0001784,0.0001784,0.0001784
48,375.976,0.47353,0.29643,0.788,0.99063,0.95241,0.98127,0.94059,0.39103,0.29565,0.75038,0.0001388,0.0001388,0.0001388
49,383.386,0.4679,0.29439,0.7873,0.98936,0.95696,0.9827,0.94316,0.38651,0.29167,0.74986,9.92e-05,9.92e-05,9.92e-05
50,390.65,0.46616,0.29094,0.78712,0.98962,0.95391,0.98183,0.94353,0.37186,0.2867,0.74912,5.96e-05,5.96e-05,5.96e-05
