epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.5171,2.4853,2.98277,0.94341,0.02523,0.75776,0.02605,0.00823,2.65702,3.42406,0.90402,0.000656085,0.000656085,0.000656085
2,19.3012,1.93365,1.40019,0.83032,0.87452,0.86587,0.9072,0.43306,1.74763,1.21484,0.78828,0.00130966,0.00130966,0.00130966
3,27.0045,1.92561,1.18925,0.83672,0.8782,0.84444,0.91153,0.43302,1.79962,0.80687,0.78685,0.00195003,0.00195003,0.00195003
4,34.6784,1.78959,0.97296,0.82711,0.9307,0.91418,0.95031,0.60558,1.2552,0.62569,0.76484,0.0019406,0.0019406,0.0019406
5,42.3399,1.61827,0.82089,0.81942,0.93996,0.90894,0.95808,0.54826,1.48721,0.59685,0.77637,0.0019208,0.0019208,0.0019208
6,49.9364,1.59435,0.75647,0.81749,0.95504,0.89305,0.94095,0.41073,1.88841,0.72225,0.79714,0.001901,0.001901,0.001901
7,57.5001,1.55493,0.70823,0.81901,0.95734,0.89854,0.96331,0.60314,1.41272,0.53262,0.77571,0.0018812,0.0018812,0.0018812
8,65.0969,1.47304,0.66447,0.81087,0.94034,0.91511,0.95952,0.55612,1.43679,0.62012,0.7759,0.0018614,0.0018614,0.0018614
9,72.6821,1.47284,0.63725,0.81111,0.95708,0.91523,0.96379,0.60588,1.30864,0.57261,0.76918,0.0018416,0.0018416,0.0018416
10,80.2538,1.4385,0.61689,0.81131,0.966,0.91692,0.96699,0.63112,1.35046,0.52463,0.7691,0.0018218,0.0018218,0.0018218
11,87.8515,1.44148,0.61129,0.81356,0.96552,0.9009,0.96544,0.63165,1.28217,0.51739,0.76861,0.001802,0.001802,0.001802
12,95.4335,1.4129,0.59581,0.80921,0.95764,0.91291,0.96536,0.58691,1.42732,0.55849,0.77372,0.0017822,0.0017822,0.0017822
